,,,,,,Scoring,,,,,Goals,,,,Assists,,,Shots,,,Ice Time,,Faceoffs,,,,,,,,-additional
Rk,Player,Age,Team,Pos,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GWG,EV,PP,SH,SOG,SPCT,TSA,TOI,ATOI,FOW,FOL,FO%,BLK,HIT,TAKE,GIVE,Awards,-9999
1,Connor McDavid,29,EDM,C,81,48,86,134,15,42,34,13,1,4,46,39,1,303,15.8,502,1867:11,23:03,448,465,49.1,30,40,31,133,,mcdavco01
2,Nikita Kucherov,32,TBL,RW,75,44,86,130,44,50,35,8,1,8,57,29,0,230,19.1,528,1524:34,20:20,0,2,0.0,28,36,21,121,,kucheni01
3,Nathan MacKinnon,30,COL,C,79,52,74,126,55,39,41,11,0,7,55,19,0,346,15.0,591,1759:49,22:17,676,645,51.2,35,64,23,163,,mackina01
4,Macklin Celebrini,19,SJS,F,80,44,68,112,9,44,36,8,0,5,44,24,0,281,15.7,532,1714:19,21:26,614,647,48.7,52,53,40,145,,celebma01
5,Mark Scheifele,32,WPG,C,80,35,66,101,3,43,28,7,0,6,51,14,1,173,20.2,324,1723:32,21:33,582,665,46.7,46,32,30,124,,scheima01
6,Nick Suzuki,26,MTL,C,81,29,72,101,37,28,17,11,1,2,40,32,0,182,15.9,381,1684:23,20:48,716,710,50.2,62,62,28,72,,suzukni01
7,Martin Nečas,27,COL,C,77,38,61,99,45,30,29,9,0,5,46,15,0,200,19.0,409,1654:19,21:29,9,12,42.9,26,84,23,122,,necasma01
8,David Pastrňák,29,BOS,RW,76,29,70,99,3,72,19,10,0,4,47,23,0,258,11.2,559,1573:21,20:42,2,7,22.2,30,86,32,132,,pastrda01
9,Leon Draisaitl,30,EDM,C,65,35,62,97,13,26,18,16,1,3,36,26,0,186,18.8,369,1402:23,21:35,628,475,56.9,15,34,26,106,,draisle01
10,Jason Robertson,26,DAL,LW,81,45,51,96,23,32,30,15,0,9,25,26,0,293,15.4,547,1643:19,20:17,1,2,33.3,34,48,24,107,,roberja01
11,Evan Bouchard,26,EDM,D,81,21,71,92,22,30,14,7,0,5,43,26,2,219,9.6,463,2001:43,24:43,0,0,,100,29,33,122,,bouchev01
12,Kyle Connor,29,WPG,LW,80,38,52,90,1,16,32,4,2,5,37,14,1,261,14.6,478,1724:21,21:33,0,1,0.0,17,34,21,68,,connoky01
13,Kirill Kaprizov,28,MIN,LW,78,45,44,89,10,28,26,19,0,7,31,13,0,268,16.8,534,1727:27,22:09,0,2,0.0,27,52,22,112,,kapriki01
14,Cole Caufield,25,MTL,RW,80,51,37,88,30,14,40,11,0,12,19,18,0,248,20.6,447,1451:31,18:09,6,12,33.3,21,49,22,55,,caufico01
15,Jack Eichel,29,VEG,C,73,27,61,88,20,18,25,1,1,6,32,27,2,256,10.5,462,1549:07,21:13,553,608,47.6,40,35,28,119,,eicheja01
16,Jake Guentzel,31,TBL,C,81,38,50,88,13,61,28,8,2,5,28,22,0,220,17.3,385,1639:55,20:15,209,228,47.8,41,39,23,73,,guentja01
17,Wyatt Johnston,22,DAL,C,81,45,41,86,-4,32,18,27,0,4,26,15,0,206,21.8,400,1631:56,20:09,401,440,47.7,55,55,22,62,,johnswy01
18,Matt Boldy,24,MIN,LW,76,42,43,85,18,30,27,11,4,3,24,19,0,254,16.5,501,1563:15,20:34,55,69,44.4,58,60,34,86,,boldyma01
19,Clayton Keller,27,UTA,C,80,26,59,85,22,38,23,3,0,6,36,23,0,222,11.7,417,1523:46,19:03,13,21,38.2,32,8,26,102,,kellecl01
20,Alex DeBrincat,28,DET,RW,81,41,43,84,9,19,26,15,0,6,35,8,0,286,14.3,575,1498:23,18:30,19,31,38.0,39,38,43,86,,debrial01
21,Tim Stützle,24,OTT,LW,80,34,49,83,7,39,23,9,2,5,29,20,0,194,17.5,364,1621:24,20:16,338,300,53.0,44,126,34,92,,stuetti02
22,Artemi Panarin,34,2TM,LW,76,28,55,83,-7,20,24,4,0,4,36,19,0,221,12.7,502,1582:15,20:49,1,0,100.0,16,11,25,102,,panarar01
22,Artemi Panarin,34,NYR,LW,52,19,38,57,-16,14,17,2,0,3,23,15,0,158,12.0,361,1087:20,20:55,1,0,100.0,11,8,15,69,,panarar01
22,Artemi Panarin,34,LAK,LW,24,9,17,26,9,6,7,2,0,1,13,4,0,63,14.3,141,494:55,20:37,0,0,,5,3,10,33,,panarar01
23,Tage Thompson,28,BUF,C,81,40,41,81,-6,35,34,6,0,5,22,18,1,272,14.7,557,1558:44,19:15,390,468,45.5,48,85,28,69,,thompta01
24,Zach Werenski,28,CBJ,D,74,22,59,81,8,18,18,4,0,2,41,17,1,257,8.6,584,1970:05,26:37,0,0,,92,30,34,124,,werenza01
25,Sebastian Aho,28,CAR,F,79,27,53,80,11,46,18,7,2,4,29,20,4,195,13.8,406,1549:23,19:37,596,585,50.5,23,63,31,109,,ahose01
26,Mitch Marner,28,VEG,RW,80,23,56,79,16,24,18,5,0,1,36,19,1,163,14.1,365,1599:43,20:00,149,220,40.4,46,24,40,103,,marnemi01
27,Lane Hutson,21,MTL,D,81,12,66,78,37,34,10,2,0,3,48,18,0,124,9.7,297,1923:11,23:45,0,0,,134,31,42,92,,hutsola01
28,William Nylander,29,TOR,C,64,29,49,78,-14,16,22,7,0,4,34,15,0,153,19.0,302,1241:33,19:24,30,48,38.5,26,12,31,67,,nylanwi01
29,Jack Hughes,24,NJD,C,60,27,50,77,2,10,22,4,1,5,30,19,1,227,11.9,425,1279:08,21:19,145,259,35.9,32,4,37,122,,hugheja03
30,Mikko Rantanen,29,DAL,RW,63,22,55,77,2,93,16,6,0,1,27,28,0,138,15.9,287,1272:42,20:12,37,45,45.1,30,47,24,72,,rantami01
31,Lucas Raymond,23,DET,LW,79,25,51,76,3,22,18,7,0,5,31,20,0,169,14.8,362,1487:58,18:50,1,0,100.0,29,43,31,75,,raymolu01
32,Mika Zibanejad,32,NYR,C,80,33,43,76,-21,14,16,15,2,3,24,19,0,212,15.6,409,1671:00,20:53,563,515,52.2,50,105,34,110,,zibanmi01
33,Quinn Hughes,26,2TM,D,74,7,69,76,-4,32,5,2,0,1,37,32,0,187,3.7,476,2052:35,27:44,0,0,,87,7,34,116,,hughequ01
33,Quinn Hughes,26,VAN,D,26,2,21,23,-10,12,0,2,0,0,11,10,0,74,2.7,190,713:08,27:26,0,0,,32,1,10,41,,hughequ01
33,Quinn Hughes,26,MIN,D,48,5,48,53,6,20,5,0,0,1,26,22,0,113,4.4,286,1339:27,27:54,0,0,,55,6,24,75,,hughequ01
34,Cale Makar,27,COL,D,73,20,55,75,29,24,16,4,0,4,30,25,0,192,10.4,530,1817:25,24:54,0,0,,117,35,39,81,,makarca01
35,Sidney Crosby,38,PIT,C,68,29,45,74,0,44,19,10,0,4,32,13,0,160,18.1,289,1307:42,19:14,773,628,55.2,30,60,24,73,,crosbsi01
36,Rasmus Dahlin,25,BUF,D,77,19,55,74,18,76,13,6,0,0,39,16,0,195,9.7,436,1862:18,24:11,0,0,,79,67,32,115,,dahlira01
37,Brandon Hagel,27,TBL,LW,70,36,38,74,34,58,30,5,1,6,31,7,0,209,17.2,448,1382:42,19:45,25,37,40.3,38,42,35,75,,hagelbr01
38,Connor Bedard,20,CHI,C,68,30,43,73,-19,44,23,7,0,5,29,14,0,226,13.3,418,1421:57,20:55,312,349,47.2,27,31,27,86,,bedarco01
39,Filip Forsberg,31,NSH,C,81,38,35,73,-2,34,28,10,0,3,20,15,0,240,15.8,537,1531:42,18:55,10,21,32.3,33,124,48,104,,forsbfi01
40,Ryan O'Reilly,34,NSH,C,80,25,48,73,7,22,18,5,2,8,33,14,1,153,16.3,255,1630:04,20:23,730,595,55.1,65,16,50,48,,oreilry01
41,Juraj Slafkovsky,21,MTL,LW,81,30,43,73,12,52,15,15,0,4,30,13,0,178,16.9,390,1497:35,18:29,20,40,33.3,78,104,15,79,,slafkju01
42,Mark Stone,33,VEG,RW,59,28,45,73,25,9,18,9,1,4,26,18,1,128,21.9,239,1135:13,19:14,4,10,28.6,47,30,27,67,,stonema01
43,Dylan Guenther,22,UTA,RW,78,40,32,72,6,28,31,9,0,6,18,14,0,241,16.6,522,1355:57,17:23,26,37,41.3,28,66,16,66,,guentdy01
44,Adrian Kempe,29,LAK,LW,79,35,37,72,14,56,31,4,0,8,27,8,2,219,16.0,497,1522:53,19:17,53,93,36.3,39,125,24,65,,kempead01
45,Nick Schmaltz,29,UTA,C,80,31,41,72,20,28,20,9,2,9,32,9,0,198,15.7,385,1577:43,19:43,434,502,46.4,49,22,45,93,,schmani01
46,Mathew Barzal,28,NYI,C,80,19,52,71,9,61,17,2,0,4,34,18,0,181,10.5,374,1652:48,20:40,209,315,39.9,50,29,41,89,,barzama01
47,Jesper Bratt,27,NJD,W,81,22,49,71,-10,12,16,5,1,4,33,15,1,178,12.4,353,1519:13,18:45,3,8,27.3,24,73,24,88,,brattje01
48,John Tavares,35,TOR,C,81,31,40,71,-28,28,19,12,0,4,31,9,0,192,16.1,380,1470:28,18:09,793,583,57.6,23,71,26,74,,tavarjo01
49,Drake Batherson,27,OTT,C,78,32,38,70,-7,33,20,12,0,5,21,17,0,165,19.4,332,1353:39,17:21,14,10,58.3,22,121,22,62,,bathedr01
50,Nikolaj Ehlers,29,CAR,LW,81,25,45,70,7,14,15,10,0,6,26,19,0,202,12.4,425,1345:49,16:37,11,19,36.7,24,21,24,87,,ehlerni01
51,Darren Raddysh,29,TBL,D,72,22,48,70,22,72,12,10,0,6,32,16,0,207,10.6,451,1637:39,22:45,0,0,,67,66,12,72,,raddyda01
52,Andrei Svechnikov,25,CAR,RW,79,31,39,70,1,66,19,12,0,3,22,17,0,203,15.3,426,1341:49,16:59,10,12,45.5,16,148,23,92,,svechan01
53,Travis Konecny,28,PHI,RW,77,27,41,68,14,59,24,2,1,2,28,12,1,168,16.1,326,1469:56,19:05,20,33,37.7,38,108,17,101,,konectr01
54,Cutter Gauthier,22,ANA,LW,74,40,27,67,-2,26,29,11,0,7,19,8,0,276,14.5,536,1274:40,17:14,102,104,49.5,20,61,19,70,,gauthcu01
55,Morgan Geekie,27,BOS,C,80,38,29,67,-6,22,26,12,0,5,17,12,0,179,21.2,353,1393:10,17:25,73,87,45.6,33,110,20,77,,geekimo01
56,Dylan Larkin,29,DET,C,74,34,33,67,3,48,19,14,1,9,23,10,0,228,14.9,451,1493:51,20:11,789,703,52.9,33,46,18,67,,larkidy01
57,Kirill Marchenko,25,CBJ,RW,75,27,40,67,7,32,20,6,1,7,23,17,0,214,12.6,440,1420:37,18:56,4,4,50.0,40,61,43,90,,marchki01
58,Gabriel Vilardi,26,WPG,C,80,30,37,67,-10,24,17,13,0,2,27,10,0,149,20.1,296,1501:32,18:46,42,58,42.0,35,19,14,63,,vilarga01
59,Trevor Zegras,24,PHI,C,81,26,41,67,0,62,16,10,0,5,28,13,0,167,15.6,350,1516:14,18:43,131,253,34.1,28,46,25,80,,zegratr01
60,Leo Carlsson,21,ANA,C,68,29,37,66,3,33,23,4,2,3,23,13,1,180,16.1,347,1300:59,19:08,423,526,44.6,28,14,34,76,,carlsle01
61,Nico Hischier,27,NJD,C,81,28,38,66,-6,29,17,11,0,6,25,12,1,211,13.3,392,1680:59,20:45,998,788,55.9,62,58,27,71,,hischni01
62,Seth Jarvis,23,CAR,C,71,32,34,66,6,23,23,5,4,7,16,16,2,224,14.3,372,1340:27,18:53,32,47,40.5,27,81,41,57,,jarvise01
63,Erik Karlsson,35,PIT,D,75,15,51,66,8,22,11,4,0,0,29,22,0,176,8.5,471,1770:02,23:36,0,0,,64,20,37,102,,karlser01
64,Matthew Knies,23,TOR,LW,78,23,43,66,-29,29,16,6,1,2,33,10,0,139,16.5,240,1467:56,18:49,1,5,16.7,31,151,26,68,,kniesma01
65,Brock Nelson,34,COL,C,80,33,32,65,13,36,23,10,0,9,23,8,1,185,17.8,330,1572:34,19:39,723,716,50.2,65,37,21,65,,nelsobr01
66,Bryan Rust,33,PIT,RW,72,29,36,65,0,26,20,8,1,4,19,16,1,183,15.8,352,1436:00,19:57,2,13,13.3,71,35,13,78,,rustbr01
